0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
909.9558519059188,-28.867271494609742,-44.03109326868774,1.193525249643063,-29.171861741490375,1.5890978695020765,-27.777253132560563,7.112661023621243,-18.91416955805554,11.573476404170666,-3.1248026218791125,-0.5283374502913155,-14.791403630987004,-2.4752157525003144,-4.185129150369668,-9.027287364456676,-2.428287441589955,-2.38201109748367,4.249862259947539,3.7474167968470233,hungry
803.9913173862005,39.18606173076458,-20.6116579589631,-5.593524797743176,-31.538472678560932,-19.693436377140095,-7.865711640816674,-19.034333335896115,-3.0740276454681625,-3.8962755639137536,0.8642284162764698,9.156705010559586,3.807591891160757,-1.9830257416556316,-10.811181166057779,-13.456540753464418,-5.637073559317967,-3.747272556163896,-2.087311047141888,0.8353132631400678,hungry
967.1215754636947,24.690559762114773,-48.83715715353118,11.91040456395131,-12.630522702305205,-24.404395120180435,-24.09993197791881,-2.0201576040484848,-29.75209307187804,-5.175347914021874,-4.910808005149816,-3.1610049814935914,-7.470054923036142,0.9814079202461263,-1.9595207441600178,2.4106014903090096,-5.8989048808011315,3.949420272013167,-0.6263184071583398,1.002732952548465,hungry
731.4546212264321,17.561773123681462,-32.07176165424569,-6.67854568109985,-12.532709180443263,3.8815749548387215,-12.692341971273882,-10.515711308623725,-13.647738535811326,-8.567030966295565,0.6679528823332531,-6.858052480046048,-1.2348046822580836,1.6003319823078646,2.710327269045271,12.35323621527768,2.647579222614402,3.4018229132580187,3.246974561978459,-4.844824942015656,hungry
600.4734533893278,49.38433679091795,-23.930183261988756,-3.3750433720802486,-13.618709944517809,-14.690062130780772,-21.1735639655723,-18.953576559921,-19.31822622681262,-14.592787286825546,-3.4142370112134883,3.547129507739673,-4.805267112286827,-3.840607698439684,-2.9847465363335774,0.8820254280004,2.9396209100199355,5.022411742128478,-0.5259702313942737,-2.021757212284238,hungry
797.2196116944575,6.573018187578771,-32.97436491944482,4.975445900532067,-19.934083010816437,-22.371958592267475,-7.990440214778934,-11.202938312266298,-10.256088897723002,-1.961142443238204,-9.95129500042718,0.5631660920832737,-7.450585924473121,-5.300520443127248,-3.857543161240503,-3.761726330156107,-5.759729271989224,-1.5858333458215192,-5.993816023257459,1.5444945500887173,hungry
757.1384849202722,22.287001956840268,-35.82571365436002,8.18443298308699,-16.776891836146618,-23.72353569839099,-3.813813785033349,-9.401342658179207,-10.922336431371294,-0.30008721723524484,-14.02979669288338,-4.996003641183854,-9.167676306684008,-3.762915695037199,-1.6535755388684035,-3.620177430999704,-6.9188421354291805,0.6133209832877584,-3.8666225427691487,1.5969952186202034,hungry
746.4266784151284,48.35050565496195,-36.80153064901405,-8.172366761764133,-19.94387888429805,-37.39098352658874,-15.11780341509876,-3.4526508793811512,-17.253868222764794,-5.233304596065142,-3.738938042130141,-6.748586549885006,-14.159425479374107,4.625592370857006,-0.4606003796842005,0.4028264103221353,-1.4139487699777722,-5.2595190210748815,-3.9267246087023047,1.2594341570679075,hungry
718.4085165337241,40.760038453346944,-34.760427609504916,-11.180429981932326,-27.860600864215844,-32.31489141830416,-14.862461674535595,-5.505242663550073,-15.221962324854417,-2.4944976872787152,-24.398707942439657,-6.155568831274801,-7.622797984521137,-1.3770589524925418,1.8853598428495597,1.6512906226592843,-4.199486978163559,-3.4901533382543635,-8.359923012204508,-4.453048027244058,hungry
815.3907543345074,2.772919515132949,-35.8496189002786,-29.07546921133144,-41.66140016054193,8.216122546098127,-36.988690346195554,16.501275269579484,-3.2256337086642253,7.997500098455603,-18.302079478392013,-10.450031541689802,-11.767007669935706,-4.292386941704413,-0.5400357652632496,9.040688021638427,-0.189408427754392,0.6388089122684922,-3.295911780353582,-2.2749675652308916,hungry
